classification,Category,Bulgarian,Pronunciation,English,Grammar_Notes,Unnamed: 6,Unnamed: 7,Unnamed: 8
Dialog,Travelling,Ваня: Много! Мечтая да посетя Италия.,Mno-go! Mech-ta-ya da po-se-tya I-ta-li-ya.,A lot! I dream of visiting Italy.,Verb мечтая,nan,nan,nan
Dialog,Travelling,Лазза: Аз искам да отида в Япония.,Az is-kam da o-ti-da v Ya-po-ni-ya.,I want to go to Japan.,Искам да,nan,nan,nan
Dialog,Travelling,Ваня: Защо точно Япония?,Za-shto toch-no Ya-po-ni-ya?,Why Japan?,Question word,nan,nan,nan
Dialog,Travelling,Лазза: Харесвам културата и храната.,Ha-res-vam kul-tu-ra-ta i hra-na-ta.,I like the culture and the food.,Definite articles,nan,nan,nan
Dialog,Travelling,Ваня: Пътувал ли си някога далеч?,Pŭ-tu-val li si nya-ko-ga da-lech?,Have you ever travelled far?,Past participle,nan,nan,nan
Dialog,Travelling,"Лазза: Да, бях в Канада миналата година.","Da, byah v Ka-na-da mi-na-la-ta go-di-na.","Yes, I was in Canada last year.",Past tense,nan,nan,nan
Dialog,Travelling,"Ваня: Уау, това е страхотно!","Uau, to-va e stra-hot-no!","Wow, that’s amazing!",Exclamation,nan,nan,nan
Dialog,Travelling,Лазза: А ти къде си била?,A ti kŭ-de si bi-la?,And where have you been?,Feminine past,nan,nan,nan
Dialog,Travelling,Ваня: Била съм в Гърция и Турция.,Bi-la sam v Gŭr-tsi-ya i Tur-tsi-ya.,I’ve been to Greece and Turkey.,Past perfect,nan,nan,nan
Dialog,City Centre,Лазза: Хайде да отидем в центъра.,Hai-de da o-ti-dem v tsen-tŭ-ra.,Let’s go to the city centre.,Imperative хайде,nan,nan,nan
Dialog,City Centre,Ваня: Добра идея! Какво искаш да правим?,Do-bra i-de-ya! Kak-vo is-kash da pra-vim.,Good idea! What do you want to do?,Question,nan,nan,nan
Dialog,City Centre,Лазза: Можем да разгледаме магазините.,Mo-zhem da raz-gle-da-me ma-ga-zi-ni-te.,We can look around the shops.,Modal verb,nan,nan,nan
Dialog,City Centre,Ваня: Или да пием нещо.,I-li da pi-em nesh-to.,Or have a drink.,Conjunction или,nan,nan,nan
Dialog,City Centre,Лазза: Съгласен съм.,Sŭ-glas-en sŭm.,I agree.,Masculine form,nan,nan,nan
Dialog,City Centre,Ваня: Искам да видя и катедралата.,Is-kam da vi-dya i ka-te-dra-la-ta.,I want to see the cathedral.,Definite article,nan,nan,nan
Dialog,City Centre,Лазза: Тя е много красива.,Tya e mno-go kra-si-va.,It is very beautiful.,Feminine adjective,nan,nan,nan
Dialog,City Centre,Ваня: След това можем да седнем в парка.,Sled to-va mo-zhem da sed-nem v par-ka.,After that we can sit in the park.,Sequence phrase,nan,nan,nan
Dialog,City Centre,"Лазза: Да, времето е чудесно днес.","Da, vre-me-to e chu-des-no dnes.","Yes, the weather is wonderful today.",Neuter adjective,nan,nan,nan
Dialog,City Centre,"Ваня: Хайде, тръгваме!","Hai-de, trg-va-me!","Come on, let’s go!",Imperative tone,nan,nan,nan
Dialog,Coffee Date,Лазза: Искаш ли да пием кафе?,Is-kash li da pi-em ka-fe?,Do you want to have coffee?,Искаш ли,nan,nan,nan
Dialog,Coffee Date,"Ваня: Да, с удоволствие.","Da, s u-do-vol-stvie.","Yes, with pleasure.",Polite phrase,nan,nan,nan
Dialog,Coffee Date,Лазза: Къде предпочиташ да седнем?,Kŭ-de pred-po-chi-tash da sed-nem?,Where do you prefer to sit?,Verb предпочиташ,nan,nan,nan
Dialog,Coffee Date,"Ваня: Навън е хубаво, хайде на терасата.","Na-vŭn e hu-ba-vo, hai-de na te-ra-sa-ta.","It’s nice outside, let’s sit on the terrace.",Location phrase,nan,nan,nan
Dialog,Coffee Date,Лазза: Какво ще пиеш?,Kak-vo shte pi-esh?,What will you drink?,Future tense,nan,nan,nan
Dialog,Coffee Date,"Ваня: Капучино, а ти?","Ka-pu-chi-no, a ti?","Cappuccino, and you?",Short question,nan,nan,nan
Dialog,Coffee Date,Лазза: Аз ще взема еспресо.,Az shte vze-ma es-pre-so.,I’ll have an espresso.,Future tense,nan,nan,nan
Dialog,Coffee Date,Ваня: Обичам спокойни кафенета.,O-bich-am spo-koini ka-fe-ne-ta.,I love quiet cafés.,Plural form,nan,nan,nan
Dialog,Coffee Date,Лазза: И аз. Тук е много уютно.,I az. Tuk e mno-go u-yut-no.,Me too. It’s very cosy here.,Agreement,nan,nan,nan
Dialog,Coffee Date,"Ваня: Радвам се, че излязохме.","Rad-vam se, che iz-lya-zoh-me.",I’m glad we went out.,Past tense,nan,nan,nan
